index,username,tweet_id,tweet_text,org_step_1,org_step_2,relevant,category,query,datetime_of_tweet,datetime_of_query,link,mentioned_location,location,image
810,touch_utcc,1703927371819258172,@js100radio พอมีทัวร์เริ่มเข้ามารถบัสรถทัวร์ก็เริ่มมาจอดริมถนนเทียมร่วมมิตรอีกแล้ว หลังจากที่ทางรถไฟฟ้าไม่ให้จอดริมฟุตบาทหน้าโครงการ,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""เจริญกรุง"" OR ""เจริญนคร"" OR ""เจริญราษฎร์"" OR ""เชื้อเพลิง"" OR ""เตาปูน"" OR ""เทพลีลา"" OR ""เทียมร่วมมิตร"" OR ""เพชรบุรี"" OR ""เพชรเกษม"" OR ""เพลินจิต"" OR ""เยาวราช"" OR ""เย็นอากาศ"" OR ""เลียบทางด่วน"" OR ""เลียบด่วน"" OR ""เลียบทางด่วนเอกมัย-รามอินทรา"")",2023-09-19 0:21:57,2023-11-16 16:34:05,https://twitter.com/touch_utcc/status/1703927371819258172,เทียมร่วมมิตร,,[]
816,KleinesFenster,1703716632752017829,"เพิ่งมีร้านเต่ามาเปิดกลางสถานี รฟฟ บีทีเอส ชิดลม ช่วงเช้า/เย็นนี่เห็นชัดเลยว่ามัน “กีดขวาง” ทางคนเดินขนาดไหน สะดวกซื้อแต่ไม่สะดวกสัญจรค่ะ 

คือ ผังทางเดินบนสถานี (เท่าที่เจอ) มันแปลกนะ มีห้อง พนงขวางก่อนถึงทางออกอยู่แล้ว ก็ยังทำให้แคบด้วยการตั้งร้านค้าขนาดใหญ่อีกขั้น ลำบากจริงๆ",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""คลองตัน"" OR ""คลองเตย"" OR ""คอนแวนต์"" OR ""งามดูพลี"" OR ""งามวงศ์วาน"" OR ""จตุรทิศ"" OR ""จรัญสนิทวงศ์"" OR ""จอมทอง"" OR ""จักรวรรดิ"" OR ""จันทน์"" OR ""ชัยพฤกษ์"" OR ""ชิดลม"" OR ""ณ ระนอง"" OR ""ดาวคะนอง"" OR ""ดินสอ"")",2023-09-18 10:24:33,2023-11-16 15:34:00,https://twitter.com/KleinesFenster/status/1703716632752017829,ชิดลม,,[]
822,Vodklar,1703661832274407930,"เลียบด่วนรถติดสัส 
ปัญหากรุงเทพไม่ใช่ไสยศาสตร์
ฟุตบาทสำหรับรถเข็นคนพิการ
ไม่เทรวม ไปถึงไหนแล้ว เงียบชิบหาย",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-18 6:46:47,2023-11-16 14:52:12,https://twitter.com/Vodklar/status/1703661832274407930,เลียบด่วน,,['https://pbs.twimg.com/media/F6SFkQRbIAAWIkr?format=jpg&name=small']
827,gornyong,1703641279119466653,ตรงสวนจตุจักรฝนตกทีไปต่อไม่ได้เลย แถมน้ำท่วมอีกตรงทางเดินรองเท้าเปียกหมด ฝนสาดกระจาย,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ห้วยขวาง"" OR ""คลองสาน"" OR ""ตลิ่งชัน"" OR ""บางกอกน้อย"" OR ""บางขุนเทียน"" OR ""ภาษีเจริญ"" OR ""หนองแขม"" OR ""ราษฎร์บูรณะ"" OR ""บางพลัด"" OR ""ดินแดง"" OR ""บึงกุ่ม"" OR ""สาทร"" OR ""บางซื่อ"" OR ""จตุจักร"" OR ""บางคอแหลม"")",2023-09-18 5:25:07,2023-11-16 15:20:42,https://twitter.com/gornyong/status/1703641279119466653,จตุจักร,,[]
828,mamamux_,1703640324411986306,ต้องลุ้นว่าจะเจอน้ำแผ่นไหนก็ไม่ไหวนะ ยิ่งซอยในเอกมัยฟุตบาทเดินไม่ได้เลย ทางเดินแคบอยู่แล้ว ยังจะปลูกต้นไม้อีก เวลาเดินก็ต้องเดินตะแคงอะ เคยเห็นต่างชาติเข็นรถเข็นเด็ก ต้องลงมาเข็นบนถนนอะ เสียวรถเฉี่ยวมาก,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""เศรษฐศิริ"" OR ""เสนานิคม"" OR ""เสรีไทย"" OR ""เสาชิงช้า"" OR ""เสือป่า"" OR ""เอกชัย"" OR ""เอกมัย"" OR ""แจ้งวัฒนะ"" OR ""แปลงนาม"" OR ""แฮปปี้แลนด์"" OR ""โชคชัย 4"" OR ""ไฟฉาย"")",2023-09-18 5:21:20,2023-11-16 16:38:12,https://twitter.com/mamamux_/status/1703640324411986306,เอกมัย,,[]
829,tamtamp_,1703629629167460672,เรื่องเดินอะ ถ้าอยากให้คนเดินทำทางเทเาให้เดินด้วย มอกุทางเท้าดีมากจนแบบ วันนั้นแดดร้อนมากรถแทรมคนเยอะ จนแบบเออเดินก้ได้ไม่เสียหายไร แต่กทม อนุไปพญาไทกุยังไม่เดินเลย,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-18 4:38:50,2023-11-16 14:52:12,https://twitter.com/tamtamp_/status/1703629629167460672,พญาไท,,[]
831,SuphanatMFP,1703622185242497509,"ประชุมกับศูนย์บริการสาธารณสุข 24 (บางเขน) ทีมงานทุกคนตั้งใจให้บริการพี่น้องประชาชนทุกคนมากครับ

มีบริการหลากหลาย ทั้งตรวจโรคทั่วไป โรคเรื้อรัง โรคทางเดินหายใจ วัณโรค x-ray คลินิก ARV คลินิกกายภาพ งานเชิงรุกฉีดวัคซีน HPV รวมถึง highlight อย่าง คลินิกสุขภาพจิต และ คลินิกก้าวใหม่…",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระนคร"" OR ""หนองจอก"" OR ""บางรัก"" OR ""บางเขน"" OR ""บางกะปิ"" OR ""ปทุมวัน"" OR ""ป้อมปราบศัตรูพ่าย"" OR ""พระโขนง"" OR ""มีนบุรี"" OR ""ลาดกระบัง"" OR ""ยานนาวา"" OR ""สัมพันธวงศ์"" OR ""พญาไท"" OR ""ธนบุรี"" OR ""บางกอกใหญ่"")",2023-09-18 4:09:15,2023-11-16 15:16:13,https://twitter.com/SuphanatMFP/status/1703622185242497509,บางเขน,,"['https://pbs.twimg.com/media/F6R7WC8a8AAHi7p?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F6R7WC4bQAAS-a6?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F6R7WC9aIAA3_68?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F6R7WC8awAALQBB?format=jpg&name=360x360']"
837,TheMJackson,1703520026794549543,พอไปเดินฟุตบาทไทยแลนด์ เงยหน้ามองสายสื่อสาร นั่งรถผ่านชุมชนคลองสามเสน มักกะสัน .... amazing thailand เลยมรึง,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2023-09-17 21:23:18,2023-11-16 16:20:05,https://twitter.com/TheMJackson/status/1703520026794549543,สามเสน,,[]
838,fahengjaa,1703463804305371234,อโศก พร้อมพงศ์ ทองหล่อ เอกมัย อีบีทีเอสสร้างหมดเลยอีดอกทางเดินไม่เหลือ ยิ่งตอนเช้าคือเบียด อยากรู้ว่ามึงคิดว่าจะขายได้เยอะจนต้องสร้างให้มันใหญ่เบอร์นี้เลยหรอแบบ3/4 ของสถานีอะ,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ดินแดง"" OR ""ตรีเพชร"" OR ""ตากสิน"" OR ""ทรงวาด"" OR ""ทวีวัฒนา"" OR ""ทองหล่อ"" OR ""ท่าข้าม"" OR ""ท่าดินแดง"" OR ""ท่าทราย"" OR ""ท่าพระ"" OR ""ท้ายวัง"" OR ""ธนิยะ"" OR ""นครปฐม"" OR ""นครราชสีมา"" OR ""นครลุง"")",2023-09-17 17:39:54,2023-11-16 15:38:26,https://twitter.com/fahengjaa/status/1703463804305371234,ทองหล่อ,,[]
839,Zhung_W,1703448801212829952,นี่เคยเดินจาก Bts บางหว้ามาซีคอนบางแค เพราะอยากเดินเล่น ขนาดวันนั้นอากาศดี นะก็แทบไม่ไหว หมดน้ำไป 2 ขวดมันร้อนมาก(แต่อากาศดีที่สุดแล้ว)  ประเทศไทยไม่ค่อยเหมาะกับการเดินทั้งสภาพฟุตบาทและสภาพอากาศ ฟุตบาทเสี่ยงกับการสะดุดและโดนมอไซชนมาก,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประเวศ"" OR ""คลองเตย"" OR ""สวนหลวง"" OR ""จอมทอง"" OR ""ดอนเมือง"" OR ""ราชเทวี"" OR ""ลาดพร้าว"" OR ""วัฒนา"" OR ""บางแค"" OR ""หลักสี่"" OR ""สายไหม"" OR ""คันนายาว"" OR ""สะพานสูง"" OR ""วังทองหลาง"" OR ""คลองสามวา"")",2023-09-17 16:40:17,2023-11-16 15:25:10,https://twitter.com/Zhung_W/status/1703448801212829952,บางแค,,[]
840,agd2488,1703404904122102095,ตอนกลางวันร้อนมาก ฟุตบาทก็ไม่เอื้อ ล่าสุดนี่เดินจากศูนย์วัฒนธรรมไปห้วยขวาง ตอนประมาณ1ทุ่ม ทางมืดมาก ไฟมีแค่จากไฟรถที่ขับผ่านกับตึกแถวนั้นนิดหน่อยทจำได้ไม่แม่นรู้แค่มืดมาก,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ห้วยขวาง"" OR ""คลองสาน"" OR ""ตลิ่งชัน"" OR ""บางกอกน้อย"" OR ""บางขุนเทียน"" OR ""ภาษีเจริญ"" OR ""หนองแขม"" OR ""ราษฎร์บูรณะ"" OR ""บางพลัด"" OR ""ดินแดง"" OR ""บึงกุ่ม"" OR ""สาทร"" OR ""บางซื่อ"" OR ""จตุจักร"" OR ""บางคอแหลม"")",2023-09-17 13:45:51,2023-11-16 15:20:42,https://twitter.com/agd2488/status/1703404904122102095,ห้วยขวาง,,[]
845,oanvisa70260026,1703358345548366210,"เราทำความดีด้วยหัวใจ จัดกิจกรรมจิตอาสาพัฒนา ทำความสะอาด และทาสีขอบฟุตบาท ณ บริเวณซอยรางน้ำ เขตราชเทวี กรุงเทพมหานคร 
#จิตอาสาพระราชทาน",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประเวศ"" OR ""คลองเตย"" OR ""สวนหลวง"" OR ""จอมทอง"" OR ""ดอนเมือง"" OR ""ราชเทวี"" OR ""ลาดพร้าว"" OR ""วัฒนา"" OR ""บางแค"" OR ""หลักสี่"" OR ""สายไหม"" OR ""คันนายาว"" OR ""สะพานสูง"" OR ""วังทองหลาง"" OR ""คลองสามวา"")",2023-09-17 10:40:51,2023-11-16 15:25:10,https://twitter.com/oanvisa70260026/status/1703358345548366210,ราชเทวี,,['https://pbs.twimg.com/media/F6OLXBjasAAETG-?format=png&name=small']
846,Bahdintrphat,1703342239144091726,ไม่ได้ไป กทม. นาน เจอสถานีอโศกที่คนเยอะที่สุดมีมินิมาร์ทโผล่มาตรงกลางชั้นขายตั๋ว ขวางทางเดินคนเดินลงมาจากชั้นชานชาลา งงมาก เอาเปรียบผู้บริโภคเกิ๊นนนน,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-17 9:36:51,2023-11-16 14:52:12,https://twitter.com/Bahdintrphat/status/1703342239144091726,อโศก,,[]
0851,handlewitthcare,1703322913783623748,เคยลองเดินแล้ว เดินทุกวันจากพระรามเก้าไปอโศก สรุป ข้อเท้าแพลงใส่เฝือกอ่อนไปสองสามรอบ ใช้ประกันซะคุ้ม ปัจจุบัน พยายามเดินเข้าซอยออฟฟิศ แต่ฟุตบาทไม่มี เสี่ยงตายจนยอมเสียค่าวิน เดินมันเพื่อสุขภาพ แต่มันไม่ปลอดภัย … ร้อนไม่กลัวจ้า กลัวตายก่อนมากกว่า,สนง.โยธา,สนง.โยธา,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""อนุสาวรีย์ชัยฯ"" OR ""อรุณอมรินทร์"" OR ""อังรีดูนังต์"" OR ""อัสสัมชัญ"" OR ""อาจณรงค์"" OR ""อิสรภาพ"" OR ""อุดมสุข"" OR ""อู่ทองนอก"" OR ""อู่ทองใน"" OR ""อโศก-ดินแดง"" OR ""อโศก-เพชรบุรี"" OR ""อโศก"" OR ""อ่อนนุช"" OR ""เกษมราษฎร์"" OR ""เกียกกาย"")",2023-09-17 8:20:03,2023-11-16 16:29:11,https://twitter.com/handlewitthcare/status/1703322913783623748,อโศก,,[]
852,Mamatea20,1703318106553393592,งานที่สามย่านวันนี้มีคนเดินชนกูกระเด็น + อีกคนก็ถอยมาเหยียบตีน แม่งใส่แว่นทั้งคู่ ละมึงไม่มองทางเลยวะ คนในงานก็ยุ้ยญาติเยอะหมด หยุดคุยกลางทางเดินกันเป็นแก๊งใหญ่ เธอรีบไหมไปกินร้านนี้ดีกวว่าชั้นนี้ๆ เรื่องนี้ออกเป็นคอมมิคละนะ กว่าจะผ่านมึงไปได้กูได้ยินเป็นเรื่องเป็นราว,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2023-09-17 8:00:57,2023-11-16 16:20:05,https://twitter.com/Mamatea20/status/1703318106553393592,สามย่าน,,[]
853,JanjilaMal7130,1703316287001387354,"เราทำความดีด้วยหัวใจ จัดกิจกรรมจิตอาสาพัฒนา ทำความสะอาด และทาสีขอบฟุตบาท ณ บริเวณซอยรางน้ำ เขตราชเทวี กทม.
 #เราทำความดีด้วยหัวใจ",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ยมราช"" OR ""ยานนาวา"" OR ""ยี่สิบสองกรกฎาคม"" OR ""รัชดา-ท่าพระ"" OR ""รัชดาภิเษก"" OR ""รางน้ำ"" OR ""ราชดำริ"" OR ""ราชดำเนินกลาง"" OR ""ราชดำเนินนอก"" OR ""ราชดำเนินใน"" OR ""ราชบพิธ"" OR ""ราชประสงค์"" OR ""ราชปรารภ"" OR ""ราชพฤกษ์"" OR ""ราชวิถี"")",2023-09-17 7:53:43,2023-11-16 16:01:37,https://twitter.com/JanjilaMal7130/status/1703316287001387354,ราชเทวี,,['https://pbs.twimg.com/media/F6NlHynbsAAMa-n?format=png&name=small']
858,mickey_fourstep,1703282677976084917,ชิดลม อโศก หมอชิต มินิมาร์ทร้านค้าวางมันตรงกลางเลย ทางเดินก็แคบอยู่ละ ก็ยังอุตส่าห์,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""คลองตัน"" OR ""คลองเตย"" OR ""คอนแวนต์"" OR ""งามดูพลี"" OR ""งามวงศ์วาน"" OR ""จตุรทิศ"" OR ""จรัญสนิทวงศ์"" OR ""จอมทอง"" OR ""จักรวรรดิ"" OR ""จันทน์"" OR ""ชัยพฤกษ์"" OR ""ชิดลม"" OR ""ณ ระนอง"" OR ""ดาวคะนอง"" OR ""ดินสอ"")",2023-09-17 5:40:10,2023-11-16 15:34:00,https://twitter.com/mickey_fourstep/status/1703282677976084917,ชิดลม,,[]
859,phat_lt,1703281940441579607,"[WTS / ขายบัตร] #GloriaTheTourBKK
 บัตร 3800 โซน T แถว P ที่นั่ง 19-20
แถวหน้า ๆ ของโซนสีน้ำเงิน ชิดริมติดทางเดิน เห็นสเตจชัดแน่นอนค่า

 2 ใบติด 8,000฿
นัดรับ BTS บางนา / เมกะบางนา 
#SamSmith #GloriaTheTour",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""บางนา"" OR ""ทวีวัฒนา"" OR ""ทุ่งครุ"" OR ""บางบอน"" OR ""กรุงธนบุรี"" OR ""กรุงเทพกรีฑา"" OR ""กล้วยน้ำไท"" OR ""กัลปพฤกษ์"" OR ""กัลยาณไมตรี"" OR ""กาญจนาภิเษก"" OR ""กำแพงเพชร"" OR ""กิ่งแก้ว"" OR ""ขี้เสือใหญ่สามัคคี"" OR ""ข้าวสาร"" OR ""ครุใน"")",2023-09-17 5:37:14,2023-11-16 15:29:44,https://twitter.com/phat_lt/status/1703281940441579607,บางนา,,['https://pbs.twimg.com/media/F6NF5S1aoAAo6Av?format=jpg&name=small']
862,taembeam,1703274904865607853,ไปเกาหลีญปเดินวันละ 2-3 หมื่นก้าว เดินได้สบายๆ(แต่ปวดขาสุดๆเพราะสังขาร) เพราะฟุตบาทเขามันอำนวยให้เดินอะ ฟุตบาทไทยเคยเดินจากออฟฟิศเก่าไปวัดหัวลำโพง ลำบากเกิน ทั้งๆที่ระยะทางมันไม่ได้ไกลขนาดนั้นอะ,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สุทธิสารวินิจฉัย"" OR ""สุนทรโกษา"" OR ""สุรวงศ์"" OR ""สุรศักดิ์"" OR ""สุวินทวงศ์"" OR ""สุโขทัย"" OR ""หนองจอก"" OR ""หนองแขม"" OR ""หน้าพระลาน"" OR ""หน้าวัง"" OR ""หลังสวน"" OR ""หลานหลวง"" OR ""หอวัง"" OR ""หัวลำโพง"" OR ""หัวหมาก"")",2023-09-17 5:09:17,2023-11-16 16:24:40,https://twitter.com/taembeam/status/1703274904865607853,หัวลำโพง,,[]
864,p_miinhee,1703271757774569847,จากใจ คนที่เมื่อก่อนหน้านี้ เดินจากเอกมัย ไปอโศกตอนเย็นกลับบ้าน ทางเท้าเดินยากมากจ้า เดินหมื่นก้าวเดินได้ ถ้าถนนดีจะเดินทุกวัน แต่นี่ขนาดพยายามเดินทุกวัน ชั้นยังบางทีขาพลิกเลยจ้า ทางเท้ากทม ยังกะเกมสุ่มระเบิด,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-17 4:56:46,2023-11-16 14:52:12,https://twitter.com/p_miinhee/status/1703271757774569847,อโศก,,[]
0869,bakanyanko,1703257025294352633,"ปกติสาทรมันไม่มีใครเดินตรงกลางที่เป็นคลอง เพราะแดงเปรี้ยงและคลองดำกลิ่นเหม็น 
แทนที่จะทำทางเดินตรงคลองสวยๆ ช่วยทำทางเท้าที่เป็นทางเดินคนทั่วไปให้มันเรียบก่อนเหอะ ฝนตกทีไรฟุตบาทน้ำท่วมกว่าบนถนนอีก อีเส้นนี้แม่งบ้าบอ",สนง.โยธา,สนง.โยธา,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ห้วยขวาง"" OR ""คลองสาน"" OR ""ตลิ่งชัน"" OR ""บางกอกน้อย"" OR ""บางขุนเทียน"" OR ""ภาษีเจริญ"" OR ""หนองแขม"" OR ""ราษฎร์บูรณะ"" OR ""บางพลัด"" OR ""ดินแดง"" OR ""บึงกุ่ม"" OR ""สาทร"" OR ""บางซื่อ"" OR ""จตุจักร"" OR ""บางคอแหลม"")",2023-09-17 3:58:14,2023-11-16 15:20:42,https://twitter.com/bakanyanko/status/1703257025294352633,สาทร,,[]
878,CHY0430,1703073376867406111,วันนี้ไปเดินบรรทัด​ทองมาตั้งแต่ต้นทางยันปลายทางแล้วพบว่าแม่งเหมือนเยาวราชเลยฟีลมีอาหารข้างทาง2ฝั่งแต่บรรทัด​ทองดีกว่าตรงที่มีฟุตบาทที่กว้างให้เดินละร้านอาหารก็หลากหลายกว่ามีที่นั่งที่ไม่แออัดเกินบางร้านมีแอร์ส่วนเยาวราชคือมีแต่อาหารซ้ำๆเช่นก๋วยจั๊บ​ปลาหมึกย่างทางเดินก็ไม่มี,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""เจริญกรุง"" OR ""เจริญนคร"" OR ""เจริญราษฎร์"" OR ""เชื้อเพลิง"" OR ""เตาปูน"" OR ""เทพลีลา"" OR ""เทียมร่วมมิตร"" OR ""เพชรบุรี"" OR ""เพชรเกษม"" OR ""เพลินจิต"" OR ""เยาวราช"" OR ""เย็นอากาศ"" OR ""เลียบทางด่วน"" OR ""เลียบด่วน"" OR ""เลียบทางด่วนเอกมัย-รามอินทรา"")",2023-09-16 15:48:29,2023-11-16 16:34:05,https://twitter.com/CHY0430/status/1703073376867406111,เยาวราช,,[]
879,tisanachoonhav2,1703057805903839729,"ปัญหาชุมชนต้องได้รับการแก้ไข 
.
บริเวณซอยพระราม 6 (เขตปทุมวัน)
ปัญหาบริษัทขนส่งเอกชนตั้งสิ่งของกีดขวางทางเท้า
ได้รับการแก้ไขย้ายสิ่งกีดขวางออกเรียบร้อยแล้ว
.
ขอบพระคุณสนง.เขตปทุมวัน หน่วยงานเทศกิจและทุกหน่วยงานที่เกี่ยวข้อง 

.
.
ร้องเรียนปัญหาภายในชุมชน…",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระนคร"" OR ""หนองจอก"" OR ""บางรัก"" OR ""บางเขน"" OR ""บางกะปิ"" OR ""ปทุมวัน"" OR ""ป้อมปราบศัตรูพ่าย"" OR ""พระโขนง"" OR ""มีนบุรี"" OR ""ลาดกระบัง"" OR ""ยานนาวา"" OR ""สัมพันธวงศ์"" OR ""พญาไท"" OR ""ธนบุรี"" OR ""บางกอกใหญ่"")",2023-09-16 14:46:36,2023-11-16 15:16:13,https://twitter.com/tisanachoonhav2/status/1703057805903839729,ปทุมวัน,,['https://pbs.twimg.com/media/F6J5vuabIAAU2d1?format=jpg&name=small']
880,maenongmer,1703053634576220661,เอาล่ะ เขาบอกว่าใครที่สะดุดฟุตบาทคลองเตย = จะมีแฟนเป็นผู้สาวที่ทำงานอยู่รพ.ตรงแยกคลองเตย(ชื่อย่อMP),,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประเวศ"" OR ""คลองเตย"" OR ""สวนหลวง"" OR ""จอมทอง"" OR ""ดอนเมือง"" OR ""ราชเทวี"" OR ""ลาดพร้าว"" OR ""วัฒนา"" OR ""บางแค"" OR ""หลักสี่"" OR ""สายไหม"" OR ""คันนายาว"" OR ""สะพานสูง"" OR ""วังทองหลาง"" OR ""คลองสามวา"")",2023-09-16 14:30:02,2023-11-16 15:25:10,https://twitter.com/maenongmer/status/1703053634576220661,คลองเตย,,[]
882,Jikurin_Kurai,1703037321258696916,เราหงุดหงิดพวกที่เดินช้าอะ โดยเฉพาะเวลาเดินทางยาว ๆ พวก สกายวอล์กอนุสาวรีย์ชัย หรือ ทางเดินตรงอุโมงค์สามย่านมิตรทาวน์  ก็ต้องหาจังหวะเดินแซงเรื่อย ๆ,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2023-09-16 13:25:12,2023-11-16 16:20:05,https://twitter.com/Jikurin_Kurai/status/1703037321258696916,สามย่าน,,[]
883,babydecemm,1703034660866183443," pls retweet ㅠㅗㅠ

มีใครเจออูพี่ (woopy) แถวๆระหว่างสวนจุฬา 100 ปี - บรรทัดทองมั้ยคะ ถ้าเจอ dm มาได้เลยนะคะ น้องหายไประหว่างทางเดิน t—t",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""นครสวรรค์"" OR ""นครไชยศรี"" OR ""นนทรี"" OR ""นราธิวาสราชนครินทร์"" OR ""นวมินทร์"" OR ""นวลจันทร์"" OR ""นักกีฬาแหลมทอง"" OR ""นางลิ้นจี่"" OR ""นานา"" OR ""บรมราชชนนี"" OR ""บรรทัดทอง"" OR ""บางกอกน้อย"" OR ""บางกะปิ"" OR ""บางขุนนนท์"" OR ""บางขุนพรหม"")",2023-09-16 13:14:38,2023-11-16 15:43:02,https://twitter.com/babydecemm/status/1703034660866183443,บรรทัดทอง,,"['https://pbs.twimg.com/media/F6Jk_qnaEAAnngs?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F6Jk_qla0AAMX0T?format=jpg&name=360x360']"
885,Atom_m1,1703007835276411140,ดิฉันชอบเดินมาก เดินจากอโศกไปเอกมัยหลังเลิกเรียนช่วงนึง แต่ต้องหยุดเดินเพราะฝุ่นและทางเท้าแย่มากก มีครั้งนึงเดินแล้วข้อเท้าพลิกเพราะทางเท้าประเทศนี้มันแย่มากๆ ขนาดเส้นทางธุระกิจนักท่องเที่ยวเยอะนะ แล้วตรงอื่นอะ ตลก ชีวิตดีๆที่ลงตัว,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""อนุสาวรีย์ชัยฯ"" OR ""อรุณอมรินทร์"" OR ""อังรีดูนังต์"" OR ""อัสสัมชัญ"" OR ""อาจณรงค์"" OR ""อิสรภาพ"" OR ""อุดมสุข"" OR ""อู่ทองนอก"" OR ""อู่ทองใน"" OR ""อโศก-ดินแดง"" OR ""อโศก-เพชรบุรี"" OR ""อโศก"" OR ""อ่อนนุช"" OR ""เกษมราษฎร์"" OR ""เกียกกาย"")",2023-09-16 11:28:02,2023-11-16 16:29:11,https://twitter.com/Atom_m1/status/1703007835276411140,อโศก,,[]
