index,username,tweet_id,tweet_text,translated_text,org_step_1,org_step_2,relevant,category,query,datetime_of_tweet,datetime_of_query,link,mentioned_location,location,image
0310,huang_huixian,1715478596754755587,2. วันที่ ๒๕ เมษายน พ.ศ. ๒๕๐๗ ขณะมีพระชนมายุ ๖๔ พรรษา มีพระราชดำริในการพิชิตยอดดอยอินทนนท์ ซึ่งขณะนั้นยังไม่มีถนน ผู้ที่ประสงค์จะขึ้นไปถึงยอดดอยต้องไต่เขาไปตามทางเดินของช้างป่า โดยสมเด็จพระศรีนครินทราบรมราชชนนีเริ่มเสด็จพระราชดำเนินจากบ้านผาหมอน…,"2. On April 25, 1964, when he was 64 years old, he had the idea of ​​conquering the peak of Doi Inthanon. At that time there were no roads. Those wishing to reach the top of the mountain must hike along the path of wild elephants. Her Royal Highness Princess Maha Chakri Sirindhorn began her journey from Ban Pha Mon...",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""นครสวรรค์"" OR ""นครไชยศรี"" OR ""นนทรี"" OR ""นราธิวาสราชนครินทร์"" OR ""นวมินทร์"" OR ""นวลจันทร์"" OR ""นักกีฬาแหลมทอง"" OR ""นางลิ้นจี่"" OR ""นานา"" OR ""บรมราชชนนี"" OR ""บรรทัดทอง"" OR ""บางกอกน้อย"" OR ""บางกะปิ"" OR ""บางขุนนนท์"" OR ""บางขุนพรหม"")",2023-10-20 21:22:24,2023-11-16 15:43:02,https://twitter.com/huang_huixian/status/1715478596754755587,บรมราชชนนี,,
0311,fawithty_,1715407588018549115,พระนครดีจริง การจัดการฟุตบาท เสาไฟฟ้า ต้นไม้ดูดีไปหมด ตัดภาพไปที่แถบห้วยขวาง แถบอื่นๆ โคตรเส้าชิบหายมันทำให้เราได้รู้ว่าเมืองไทยทำให้สวยก็ได้นะแต่กุไม่ทำ,"Phra Nakhon is really good. The management of the sidewalks, electric poles, and trees all look good. Cut to the Huai Khwang area and other areas. It's so shocking that it makes us realize that Thailand can make it beautiful, but I can't do it.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระนคร"" OR ""หนองจอก"" OR ""บางรัก"" OR ""บางเขน"" OR ""บางกะปิ"" OR ""ปทุมวัน"" OR ""ป้อมปราบศัตรูพ่าย"" OR ""พระโขนง"" OR ""มีนบุรี"" OR ""ลาดกระบัง"" OR ""ยานนาวา"" OR ""สัมพันธวงศ์"" OR ""พญาไท"" OR ""ธนบุรี"" OR ""บางกอกใหญ่"")",2023-10-20 16:40:14,2023-11-16 15:16:13,https://twitter.com/fawithty_/status/1715407588018549115,พระนคร,,
0312,MarkMetalFootb1,1715395973877481603,ป้ายหยุดรถไฟสามแยก ต้ั้งอยู่ในพื้นที่เขตบางขุนเทียนและยังอยู่ในเส้นทางรถไฟสายแม่กลอง (วงเวียนใหญ่ - มหาชัย) โดยบรรยากาศรอบๆค่อนข้างจะเงียบ นอกจากนั้นยังมีคลองรวมไปถึงทางเดินริมคลองที่ผู้คนจะผ่านสัญจรไปมา สามารถติดตามรับชมคลิปได้ที่นี่,"Three-way train stop Located in the Bang Khun Thian area and also on the Mae Klong railway line (Wongwian Yai - Mahachai), the surrounding atmosphere is quite quiet. There is also a canal and a walkway along the canal that people will pass by. You can follow and watch the clip here.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ห้วยขวาง"" OR ""คลองสาน"" OR ""ตลิ่งชัน"" OR ""บางกอกน้อย"" OR ""บางขุนเทียน"" OR ""ภาษีเจริญ"" OR ""หนองแขม"" OR ""ราษฎร์บูรณะ"" OR ""บางพลัด"" OR ""ดินแดง"" OR ""บึงกุ่ม"" OR ""สาทร"" OR ""บางซื่อ"" OR ""จตุจักร"" OR ""บางคอแหลม"")",2023-10-20 15:54:05,2023-11-16 15:20:42,https://twitter.com/MarkMetalFootb1/status/1715395973877481603,บางขุนเทียน,,
0313,wasin2,1715377171206980071,14. เครื่องออกกำลังกายเกิดการชำรุดเเละขึ้นสนิม และคู่มือการใช้งานจางจนไม่สามารถอ่านได้ บริเวณทางเดินไปประตูงามวงศ์วาน 3 #IDKU #KU #Kasetsart #มเกษตร #ManSo #แมนโซ #ManandSociety #มนุษย์กับสังคม #01999141 #ภาคต้น #2566 #เพื่อการเปลี่ยนแปลงอย่างสร้างสรรค์,14. Exercise equipment is damaged and rusted. and the user manual is so faded that it cannot be read The walkway to Ngamwongwan Gate 3 #IDKU #KU #Kasetsart #Kaset #ManSo #ManSo #ManandSociety #Humans and society #01999141 #First part #2023 #For creative change,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""คลองตัน"" OR ""คลองเตย"" OR ""คอนแวนต์"" OR ""งามดูพลี"" OR ""งามวงศ์วาน"" OR ""จตุรทิศ"" OR ""จรัญสนิทวงศ์"" OR ""จอมทอง"" OR ""จักรวรรดิ"" OR ""จันทน์"" OR ""ชัยพฤกษ์"" OR ""ชิดลม"" OR ""ณ ระนอง"" OR ""ดาวคะนอง"" OR ""ดินสอ"")",2023-10-20 14:39:22,2023-11-16 15:34:00,https://twitter.com/wasin2/status/1715377171206980071,งามวงศ์วาน,,
0314,doyeomjunjun,1715366368915419163,"ประตูงามวงศ์วาน 1 มีถุงดินวางอยู่ ส่งผลให้กีดขวางทางเดินและอาจจะเดินชนเกิดอุบัติเหตุได้

#IDKU #KU #Kasetsart #ม.เกษตร #ManSo #แมนโซ #ManandSociety #มนุษย์กับสังคม #01999141 #ภาคต้น #2566 #เพื่อการเปลี่ยนแปลงอย่างสร้างสรรค์","Ngamwongwan Gate 1 has a bag of dirt placed on it. Resulting in obstructing the walkway and may cause an accident.

#IDKU #KU #Kasetsart #Kasetsart University #ManSo #ManSo #ManandSociety #Humans and society #01999141 #First part #2023 #For creative change",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""คลองตัน"" OR ""คลองเตย"" OR ""คอนแวนต์"" OR ""งามดูพลี"" OR ""งามวงศ์วาน"" OR ""จตุรทิศ"" OR ""จรัญสนิทวงศ์"" OR ""จอมทอง"" OR ""จักรวรรดิ"" OR ""จันทน์"" OR ""ชัยพฤกษ์"" OR ""ชิดลม"" OR ""ณ ระนอง"" OR ""ดาวคะนอง"" OR ""ดินสอ"")",2023-10-20 13:56:26,2023-11-16 15:34:00,https://twitter.com/doyeomjunjun/status/1715366368915419163,งามวงศ์วาน,,
0321,Miss_Karinnada,1715307201638834664,"บัตร hit 100 
มีวันเสาร์โซน G แถว N 2 ใบติด 
วันอาทิตย์โซน A2 แถว AL ที่นั่งริมติดทางเดิน 2 ใบติด
วันอาทิตย์โซน K แถว A เหลือ 2 ใบติด 
วันอาทิตย์ โซน SD แถว G 2 ใบติด

นัดรับได้ไอทีหลักสี่ได้ทุกวัน เซ็นลาดพร้าวหรือฟิวเจอร์รังสิต (บางวัน)
เครดิตเพียบเช็คได้
 #GrammyRSConcerts","hit 100 card
There are 2 tickets in a row on Saturday in Zone G, Row N.
Sunday, Zone A2, Row AL, 2 aisle seats next to each other.
Sunday, Zone K, Row A, 2 tickets left in a row.
Sunday, SD zone, row G, 2 cards in a row.

You can make an appointment to pick up IT at Laksi every day. Zen Ladprao or Future Rangsit (some days)
Plenty of credit, can check
 #GrammyRSConcerts",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประเวศ"" OR ""คลองเตย"" OR ""สวนหลวง"" OR ""จอมทอง"" OR ""ดอนเมือง"" OR ""ราชเทวี"" OR ""ลาดพร้าว"" OR ""วัฒนา"" OR ""บางแค"" OR ""หลักสี่"" OR ""สายไหม"" OR ""คันนายาว"" OR ""สะพานสูง"" OR ""วังทองหลาง"" OR ""คลองสามวา"")",2023-10-20 10:01:20,2023-11-16 15:25:10,https://twitter.com/Miss_Karinnada/status/1715307201638834664,ลาดพร้าว,,
0323,Supman71719705,1715228691121471554,อยากไปสิรินธร แค่เจอรอยตีนไดโนเสาร์ในทางเดินโรงพยาบาลยังดีใจถ้าไปบ้านไดโนเสาร์จะดีใจกว่านี้อีก,"I want to go to Sirindhorn. Just seeing dinosaur footprints in the hospital corridor makes me happy. If I go to the dinosaur house, I'll be even happier.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2023-10-20 4:49:22,2023-11-16 16:20:05,https://twitter.com/Supman71719705/status/1715228691121471554,สิรินธร,,
0325,_Cav2Div,1715209425328480405,เมื่อ 19 ต.ค.66 พล.ม.2 รอ. โดยส.พัน.12 จัดกำลังพลจิตอาสาของหน่วย ร่วมกับ สนง.เขตราชเทวี ร่วมกิจกรรมจิตอาสา “เราทำความ ดี ด้วยหัวใจ” พัฒนาปรับปรุงภูมิทัศน์กวาดล้างพื้นฟุตบาท เนื่องในวันปิยมหาราช 23 ตุลาคม ณ บริเวณเกาะพญาไท อนุสาวรีย์ชัยสมรภูมิ เขตราชเทวี กรุงเทพฯ,"On 19 Oct. 2023, 2nd Infantry Regiment, 12th Battalion, organized volunteer personnel of the unit together with the Ratchathewi District Office. Participate in the volunteer activity ""We do good deeds with our hearts"" to improve the landscape and clear the sidewalks. On the occasion of Chulalongkorn Day, October 23, at Phaya Thai Island area. Victory Monument, Ratchathewi District, Bangkok",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระนคร"" OR ""หนองจอก"" OR ""บางรัก"" OR ""บางเขน"" OR ""บางกะปิ"" OR ""ปทุมวัน"" OR ""ป้อมปราบศัตรูพ่าย"" OR ""พระโขนง"" OR ""มีนบุรี"" OR ""ลาดกระบัง"" OR ""ยานนาวา"" OR ""สัมพันธวงศ์"" OR ""พญาไท"" OR ""ธนบุรี"" OR ""บางกอกใหญ่"")",2023-10-20 3:32:48,2023-11-16 15:16:13,https://twitter.com/_Cav2Div/status/1715209425328480405,พญาไท,,
0326,renforren,1715084015726932029,"คูน้ำบริเวณทางเดินเท้าฝั่งประตูงามวงศ์วาน 1 มีน้ำเน่า ส่งกลิ่นเหม็นแก่คนเดินผ่านไปมา ควรได้รับการดูแล 

#IDKU #KU #Kasetsart #ม.เกษตร #Manso #แมนโซ #Manandsociety #มนุษย์กับสังคม #01999141 #ภาคต้น #2566 #เพื่อการเปลี่ยนแปลงอย่างสร้างสรรค์","The ditch near the footpath on the side of Ngamwongwan Gate 1 contained sewage, giving off a foul odor to passersby. should be taken care of

#IDKU #KU #Kasetsart #Kasetsart University #Manso #Manso #Manandsociety #Humans and society #01999141 #First part #2023 #For creative change",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""คลองตัน"" OR ""คลองเตย"" OR ""คอนแวนต์"" OR ""งามดูพลี"" OR ""งามวงศ์วาน"" OR ""จตุรทิศ"" OR ""จรัญสนิทวงศ์"" OR ""จอมทอง"" OR ""จักรวรรดิ"" OR ""จันทน์"" OR ""ชัยพฤกษ์"" OR ""ชิดลม"" OR ""ณ ระนอง"" OR ""ดาวคะนอง"" OR ""ดินสอ"")",2023-10-19 19:14:28,2023-11-16 15:34:00,https://twitter.com/renforren/status/1715084015726932029,งามวงศ์วาน,,
0328,DechathornTawe2,1714972142171992237,"ฟุตบาทบริเวณแยกประตู1 งามวงศ์วาน มีการชำรุด ทำให้เกิดอันตรายได้
#IDKU #KU #Kasetsart #ม.เกษตร #ManSo #แมนโซ #ManandSociety #มนุษย์กับสังคม #01999141 #ภาคต้น #2566 #เพื่อการเปลี่ยนแปลงอย่างสร้างสรรค์","The footpath at Gate 1 Ngamwongwan intersection is damaged and can be dangerous.
#IDKU #KU #Kasetsart #Kasetsart University #ManSo #ManSo #ManandSociety #Humans and society #01999141 #First part #2023 #For creative change",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""คลองตัน"" OR ""คลองเตย"" OR ""คอนแวนต์"" OR ""งามดูพลี"" OR ""งามวงศ์วาน"" OR ""จตุรทิศ"" OR ""จรัญสนิทวงศ์"" OR ""จอมทอง"" OR ""จักรวรรดิ"" OR ""จันทน์"" OR ""ชัยพฤกษ์"" OR ""ชิดลม"" OR ""ณ ระนอง"" OR ""ดาวคะนอง"" OR ""ดินสอ"")",2023-10-19 11:49:55,2023-11-16 15:34:00,https://twitter.com/DechathornTawe2/status/1714972142171992237,งามวงศ์วาน,,
0332,9326pipim,1714958442140676449,"7. สถานที่ : บริเวณทางเท้าหน้ามอระหว่างประตูพหลโยธินถึงประตูงามวงศ์วาน 1
ผลกระทบ : เกิดน้ำขังเวลาฝนตกทำให้ยากต่อการเดิน
#IDKU #KU #Kasetsart #ม.เกษตร #ManSo #แมนโซ #ManAndSociety #มนุษย์กับสังคม #01999141 #ภาคต้น2566 #เพื่อการเปลี่ยนแปลงอย่างสร้างสรรค์","7. Location: On the sidewalk in front of the university between Phahonyothin Gate and Ngamwongwan Gate 1.
Effect: Water gets stuck when it rains, making it difficult to walk.
#IDKU #KU #Kasetsart #Kasetsart University #ManSo #ManSo #ManAndSociety #Humans and society #01999141 #First part 2023 #For creative change",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พร้อมพงษ์"" OR ""พหลโยธิน"" OR ""พัฒนาการ"" OR ""พาหุรัด"" OR ""พิบูลสงคราม"" OR ""พิษณุโลก"" OR ""พุทธบูชา"" OR ""พุทธมณฑล สาย 1"" OR ""พุทธมณฑล สาย 2"" OR ""พุทธมณฑล สาย 3"" OR ""มหรรณพ"" OR ""มหาไชย"" OR ""มอเตอร์เวย์"" OR ""มิตรภาพไทย-จีน"" OR ""มไหสวรรย์"")",2023-10-19 10:55:29,2023-11-16 15:56:58,https://twitter.com/9326pipim/status/1714958442140676449,งามวงศ์วาน,,
0337,pxpxm_chxvxx,1714906253464641937,"นี่ว่าบรรทัดทองจะเป็นแบบเยาวราชได้จะต้อง
- พัฒนาทางเท้าให้ walkable มากกว่านี้ (เช่น จำกัดไม่ให้วางโต๊ะบนถนน จัดการน้ำหยดจากชายคา ขยายทางเท้า (ซึ่งขยายทางเท้าไม่ได้แน่ๆ))
- หาทางให้มีรถสาธารณะมา feed เข้าพื้นที่นี้ให้ได้ (ตอนนี้มีรถเมล์ไม่กี่สาย BTS ก็ห่างพอสมควร)","In order for Banthat Thong to be like Yaowarat, it must be
- Develop sidewalks to be more walkable (e.g., restrict tables from being placed on the street Manage water dripping from the eaves, expand the sidewalk (which definitely can't widen the sidewalk))
- Find a way for public transportation to feed into this area. (Right now there are only a few bus lines. BTS is quite far away.)",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""นครสวรรค์"" OR ""นครไชยศรี"" OR ""นนทรี"" OR ""นราธิวาสราชนครินทร์"" OR ""นวมินทร์"" OR ""นวลจันทร์"" OR ""นักกีฬาแหลมทอง"" OR ""นางลิ้นจี่"" OR ""นานา"" OR ""บรมราชชนนี"" OR ""บรรทัดทอง"" OR ""บางกอกน้อย"" OR ""บางกะปิ"" OR ""บางขุนนนท์"" OR ""บางขุนพรหม"")",2023-10-19 7:28:06,2023-11-16 15:43:02,https://twitter.com/pxpxm_chxvxx/status/1714906253464641937,บรรทัดทอง,,
0338,yoggieies,1714903990260097438,ป๊อกๆริมฟุตบาทข้าง7-11รามอินทรา34 (7/10),Pop-up on the sidewalk next to 7-11 Ramindra 34 (7/10),,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ราชินี"" OR ""รามคำแหง"" OR ""รามคำแหง-ศรีนครินทร์"" OR ""รามอินทรา"" OR ""ราษฎร์บูรณะ"" OR ""ร่มเกล้า"" OR ""ร่มเกล้า-สุวินทวงศ์"" OR ""ลาซาล"" OR ""ลาซาล-แบริ่ง"" OR ""ลาดกระบัง"" OR ""ลาดปลาเค้า"" OR ""ลาดพร้าว"" OR ""ลาดพร้าววังหิน"" OR ""ลาดหญ้า"" OR ""วงศ์สว่าง"")",2023-10-19 7:19:07,2023-11-16 16:06:14,https://twitter.com/yoggieies/status/1714903990260097438,รามอินทรา,,
0339,moneyflyingaway,1714901826624278674,พบบริเวณทางเดินไปทางออกประตูงามวงศ์วาน 1 ที่กั้นชำรุด อาจเกิดอันตรายหรือไม่ปลอดภัยทำให้ตกน้ำได้ #IDKU #KU #Kasetsart #ม.เกษตร #Manso #แมนโซ #Manandsociety #มนุษย์กับสังคม #01999141 #ภาคต้น #2566 #เพื่อการเปลี่ยนแปลงอย่างสร้างสรรค์,"Found in the walkway leading to the exit of Ngamwongwan Gate 1, the barrier is damaged. It may be dangerous or unsafe, causing it to fall into the water. #IDKU #KU #Kasetsart #Kasetsart University #Manso #Manso #Manandsociety #Humans and society #01999141 #First part #2023 #For creative change",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""คลองตัน"" OR ""คลองเตย"" OR ""คอนแวนต์"" OR ""งามดูพลี"" OR ""งามวงศ์วาน"" OR ""จตุรทิศ"" OR ""จรัญสนิทวงศ์"" OR ""จอมทอง"" OR ""จักรวรรดิ"" OR ""จันทน์"" OR ""ชัยพฤกษ์"" OR ""ชิดลม"" OR ""ณ ระนอง"" OR ""ดาวคะนอง"" OR ""ดินสอ"")",2023-10-19 7:10:31,2023-11-16 15:34:00,https://twitter.com/moneyflyingaway/status/1714901826624278674,งามวงศ์วาน,,
0341,cn_ferny,1714853043504824412,เพิ่มเติมอันแรก คือยายเขารู้นะว่าลุงป่วย แต่คิดว่าฟีลๆ เกี่ยวกับทางเดินหายใจไรงี้มากกว่ามั้งเพราะลุงนี่เป็นภูมิแพ้อยู่แล้ว ละเขาก็มาบ้านนี่เรื่อยๆ ช่วงเทศกาล มารู้ว่าเป็นมะเร็งตอนอยู่ๆแม่ก็พายายไปหาลุงที่พิษณุโลกแบบงงๆ ยายถามไรแม่ก็ไม่ค่อยอยากตอบ,"First addition Grandma knew that Uncle was sick. But I think it's cool. It's more about the respiratory tract because this uncle already has allergies. And he kept coming to this house during the festival. I found out that he had cancer when my mother suddenly took my grandmother to see my uncle in Phitsanulok, confused. What did Grandma ask and Mom didn't really want to answer?",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พร้อมพงษ์"" OR ""พหลโยธิน"" OR ""พัฒนาการ"" OR ""พาหุรัด"" OR ""พิบูลสงคราม"" OR ""พิษณุโลก"" OR ""พุทธบูชา"" OR ""พุทธมณฑล สาย 1"" OR ""พุทธมณฑล สาย 2"" OR ""พุทธมณฑล สาย 3"" OR ""มหรรณพ"" OR ""มหาไชย"" OR ""มอเตอร์เวย์"" OR ""มิตรภาพไทย-จีน"" OR ""มไหสวรรย์"")",2023-10-19 3:56:40,2023-11-16 15:56:58,https://twitter.com/cn_ferny/status/1714853043504824412,พิษณุโลก,,
0346,numnim435196724,1714610430969299126,"เราทำความดี ด้วยหัวใจ จัดกิจกรรมจิตอาสาพัฒนา โดยมีกิจกรรมทาสีฟุตบาท ตัดหญ้า กำจัดวัชพืช เก็บกวาดทำความสะอาดปรับปรุงภูมิทัศน์บริเวณโดยรอบ ณ สวนเฉลิมพระเกียรติ รัชกาลที่ 9 อำเภอเมือง จังหวัดพิษณุโลก
#เราทำความดีด้วยหัวใจ
#ช่วยเหลือสังคม","We do good deeds with our hearts, organizing volunteer development activities. There were activities of painting footpaths, cutting grass, removing weeds, sweeping up, cleaning, and improving the surrounding landscape at King Rama IX Chaloem Phrakiat Park, Mueang District, Phitsanulok Province.
#We do good deeds with our hearts.
#Help society",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พร้อมพงษ์"" OR ""พหลโยธิน"" OR ""พัฒนาการ"" OR ""พาหุรัด"" OR ""พิบูลสงคราม"" OR ""พิษณุโลก"" OR ""พุทธบูชา"" OR ""พุทธมณฑล สาย 1"" OR ""พุทธมณฑล สาย 2"" OR ""พุทธมณฑล สาย 3"" OR ""มหรรณพ"" OR ""มหาไชย"" OR ""มอเตอร์เวย์"" OR ""มิตรภาพไทย-จีน"" OR ""มไหสวรรย์"")",2023-10-18 11:52:37,2023-11-16 15:56:58,https://twitter.com/numnim435196724/status/1714610430969299126,พิษณุโลก,,
0347,aomluvjunseob,1714606797728928202,"ก็เลยพากันรีบเดินไปให้ไกลที่สุด เราก็ถามว่าน้องพักคอนโดไหน น้องก็บอก เราก็บอกว่าของเราถึงก่อนตึกนึง เลยบอกให้น้องกลับดี ๆ แล้วก็แยกกัน ไม่กล้ากลับดึก ๆ คนเดียวเลยอะทีนี้ ฮือ

*ตรงที่เจอคือบีทีเอสวัดพระศรีฯ ตรงถนนที่ปูทางเท้าใหม่ฝั่งซอยพหลโยธิน 55/1*

ใครอยู่แถวนี้ระวังด้วยนะคะ","So we hurriedly walked as far as possible. We asked which condo she was staying at, and she told us, and we said that ours had arrived one building before. So I told the younger sibling to get back better and then we separated. I didn't dare to go back so late by myself. Haha.

*Where I found it was BTS Wat Phra Sri. On the road with a new sidewalk on the side of Soi Phahonyothin 55/1*

Whoever is in this area, please be careful.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พร้อมพงษ์"" OR ""พหลโยธิน"" OR ""พัฒนาการ"" OR ""พาหุรัด"" OR ""พิบูลสงคราม"" OR ""พิษณุโลก"" OR ""พุทธบูชา"" OR ""พุทธมณฑล สาย 1"" OR ""พุทธมณฑล สาย 2"" OR ""พุทธมณฑล สาย 3"" OR ""มหรรณพ"" OR ""มหาไชย"" OR ""มอเตอร์เวย์"" OR ""มิตรภาพไทย-จีน"" OR ""มไหสวรรย์"")",2023-10-18 11:38:11,2023-11-16 15:56:58,https://twitter.com/aomluvjunseob/status/1714606797728928202,พหลโยธิน,,
0348,lesmyluv_,1714573303590076630,ไปงานนสกับแม่มา ไม่ได้ลงอโศกนานจะบอกว่าร้านเต่าโคตรจะเกะกะกว้างแบบขวางทางเดินมาก บ่นกับแม่ไปหนึ่ง,"Went to the university event with my mother. I haven't been to Asoke for a long time and I have to say that the Tao restaurant is extremely cluttered, blocking the entire walkway. I complained to my mother once.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""อนุสาวรีย์ชัยฯ"" OR ""อรุณอมรินทร์"" OR ""อังรีดูนังต์"" OR ""อัสสัมชัญ"" OR ""อาจณรงค์"" OR ""อิสรภาพ"" OR ""อุดมสุข"" OR ""อู่ทองนอก"" OR ""อู่ทองใน"" OR ""อโศก-ดินแดง"" OR ""อโศก-เพชรบุรี"" OR ""อโศก"" OR ""อ่อนนุช"" OR ""เกษมราษฎร์"" OR ""เกียกกาย"")",2023-10-18 9:25:05,2023-11-16 16:29:11,https://twitter.com/lesmyluv_/status/1714573303590076630,อโศก,,
0351,Mr_Changluang,1714552567978668187,คือ การสร้างทางเดินชมหน้าผาเขายายเที่ยงและก่อสร้างพระชัยเมืองนครราชสีมา,namely the construction of a walkway to see the Khao Yai Thiang cliff and the construction of Phra Chai Muang Nakhon Ratchasima.,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ดินแดง"" OR ""ตรีเพชร"" OR ""ตากสิน"" OR ""ทรงวาด"" OR ""ทวีวัฒนา"" OR ""ทองหล่อ"" OR ""ท่าข้าม"" OR ""ท่าดินแดง"" OR ""ท่าทราย"" OR ""ท่าพระ"" OR ""ท้ายวัง"" OR ""ธนิยะ"" OR ""นครปฐม"" OR ""นครราชสีมา"" OR ""นครลุง"")",2023-10-18 8:02:41,2023-11-16 15:38:26,https://twitter.com/Mr_Changluang/status/1714552567978668187,นครราชสีมา,,
0352,sasivimoon76619,1714525366159868223,"เราทำความดี ด้วยหัวใจ จัดกิจกรรมจิตอาสาพัฒนา โดยมีกิจกรรมทาสีฟุตบาท ตัดหญ้า กำจัดวัชพืช เก็บกวาดทำความสะอาดปรับปรุงภูมิทัศน์บริเวณโดยรอบ ณ สวนเฉลิมพระเกียรติ รัชกาลที่ 9 อำเภอเมือง จังหวัดพิษณุโลก
#เราทำความดีด้วยหัวใจ","We do good deeds with our hearts, organizing volunteer development activities. There were activities of painting footpaths, cutting grass, removing weeds, sweeping up, cleaning, and improving the surrounding landscape at King Rama IX Chaloem Phrakiat Park, Mueang District, Phitsanulok Province.
#We do good deeds with our hearts.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พร้อมพงษ์"" OR ""พหลโยธิน"" OR ""พัฒนาการ"" OR ""พาหุรัด"" OR ""พิบูลสงคราม"" OR ""พิษณุโลก"" OR ""พุทธบูชา"" OR ""พุทธมณฑล สาย 1"" OR ""พุทธมณฑล สาย 2"" OR ""พุทธมณฑล สาย 3"" OR ""มหรรณพ"" OR ""มหาไชย"" OR ""มอเตอร์เวย์"" OR ""มิตรภาพไทย-จีน"" OR ""มไหสวรรย์"")",2023-10-18 6:14:36,2023-11-16 15:56:58,https://twitter.com/sasivimoon76619/status/1714525366159868223,พิษณุโลก,,
0361,myluckystrikex,1714330282025947186,เหมือนถ่ายอยู่ทางเดินที่รพ.ราชพฤกษ์ขอนแก่น,"It's like taking photos in the corridor at Ratchapruek Hospital, Khon Kaen.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ยมราช"" OR ""ยานนาวา"" OR ""ยี่สิบสองกรกฎาคม"" OR ""รัชดา-ท่าพระ"" OR ""รัชดาภิเษก"" OR ""รางน้ำ"" OR ""ราชดำริ"" OR ""ราชดำเนินกลาง"" OR ""ราชดำเนินนอก"" OR ""ราชดำเนินใน"" OR ""ราชบพิธ"" OR ""ราชประสงค์"" OR ""ราชปรารภ"" OR ""ราชพฤกษ์"" OR ""ราชวิถี"")",2023-10-17 17:19:24,2023-11-16 16:01:37,https://twitter.com/myluckystrikex/status/1714330282025947186,ราชพฤกษ์,,
