index,username,tweet_id,tweet_text,translated_text,org,relevant,category,query,datetime_of_tweet,datetime_of_query,link,mentioned_location,location,image,Chadchad
453,pumichou,1711659089779175521,เกือบขิตบนฟุตบาทรอบที่ n  มอไซประเทศพญาไทเขาเป๊ะอยู่ล้า >_<,Almost died on the footpath the nth time. The motorcycle in Phaya Thai country is perfect. I'm tired >_<,police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระนคร"" OR ""หนองจอก"" OR ""บางรัก"" OR ""บางเขน"" OR ""บางกะปิ"" OR ""ปทุมวัน"" OR ""ป้อมปราบศัตรูพ่าย"" OR ""พระโขนง"" OR ""มีนบุรี"" OR ""ลาดกระบัง"" OR ""ยานนาวา"" OR ""สัมพันธวงศ์"" OR ""พญาไท"" OR ""ธนบุรี"" OR ""บางกอกใหญ่"")",2023-10-10 8:25:02,2023-11-16 15:16:13,https://twitter.com/pumichou/status/1711659089779175521,พญาไท,,,
500,chippyyellow,1709782862189490276,เส้นเจริญกรุงบนทางเท้า ตอนนี้มีเด็กประมาณ 3-4 คน เอาปืนอัดลมมายิงเล่น แล้วยิงใส่กันรัวๆ แล้วยิงอัดกันจริงๆ เราเดินผ่าน น้องก็ยังไม่หยุดยิง พ่อแม่กรุณาอบรมและเข้ามาดูแลด่วน ไม่โอเคสุดๆ ปืนของเล่นที่ไม่เล่น เจ้าหน้าที่รัฐควรทำไรสักอย่างจริงๆ ไม่โอเคเลย ยิ่งข่าวเมื่อวานอีก #พารากอน,"Charoenkrung Line on the sidewalk Now there are about 3-4 kids bringing air guns to play with. Then shoot at each other repeatedly. Then they really shot at each other. We walked past and the young man still didn't stop shooting. Parents, please provide training and come take care of me immediately. I'm really not okay with a toy gun that I don't play with. Government officials should really do something. It's not okay at all, especially yesterday's news. #Paragon",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""เจริญกรุง"" OR ""เจริญนคร"" OR ""เจริญราษฎร์"" OR ""เชื้อเพลิง"" OR ""เตาปูน"" OR ""เทพลีลา"" OR ""เทียมร่วมมิตร"" OR ""เพชรบุรี"" OR ""เพชรเกษม"" OR ""เพลินจิต"" OR ""เยาวราช"" OR ""เย็นอากาศ"" OR ""เลียบทางด่วน"" OR ""เลียบด่วน"" OR ""เลียบทางด่วนเอกมัย-รามอินทรา"")",2023-10-05 4:09:35,2023-11-16 16:34:05,https://twitter.com/chippyyellow/status/1709782862189490276,เจริญกรุง,,,
596,comronPengkhun1,1707298138061787218,ตอนเช้า 6:00-10:00 น ไปทำข่าวหน้าบิ๊กซี ตรงตลาดอ่อนนุชก็ดีเหมือนกันนะครับ เอาตะแกรงเหล็กมากั้นคนลงจากรถโดยสารไม่สามารถขึ้นไปบนฟุตบาทได้และก็มีวินมอเตอร์ไซค์มาจอด นรกจริงๆครับตรงนั้นผมบอกไว้เลย กรุณาไปทำข่าวตอนเช้าด้วยนะครับ เห็นแล้วสงสารคนลงจากรถโดยสารสีขาว รถโดยสารเล็ก,"In the morning, 6:00-10:00 a.m., go do news in front of Big C. The On Nut market is also good. A steel grid was put in to prevent people from getting off buses from getting onto the footpath, and there were motorcycle taxi drivers stopping by. It really is hell, right there I told you. Please go do the morning news. I saw that I felt sorry for the people who got off the white bus, the small bus.",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""อนุสาวรีย์ชัยฯ"" OR ""อรุณอมรินทร์"" OR ""อังรีดูนังต์"" OR ""อัสสัมชัญ"" OR ""อาจณรงค์"" OR ""อิสรภาพ"" OR ""อุดมสุข"" OR ""อู่ทองนอก"" OR ""อู่ทองใน"" OR ""อโศก-ดินแดง"" OR ""อโศก-เพชรบุรี"" OR ""อโศก"" OR ""อ่อนนุช"" OR ""เกษมราษฎร์"" OR ""เกียกกาย"")",2023-09-28 7:36:10,2023-11-16 16:29:11,https://twitter.com/comronPengkhun1/status/1707298138061787218,อ่อนนุช,,,
697,JomJam73131,1706030033327038572,ตีสองครึ่งแล้ว พวกขี้เหล้ามยังไม่กลับบ้านกลับช่องกันอีก กรรมเวรของลูกบ้านคอนโดที่ร้านเหล้าผุดเป็นดอกเห็ดอยู่ตรงข้าม สน.บางซื่อ มันเริ่ด ทั้งเหลาเหลาบนทางเท้า ร้านเหล้าที่ร้านปิดแต่คนไม่จบ เอาลำโพงมาเปิดพร้อมตะโกนร้องเพลงดังแค่ไหน สายตรวจก็ไม่ได้ยิน สน.ที่อยู่ใกล้ๆ ก็ไม่ได้ยิน,"It's half past two. The drunkards still haven't gone home yet. The karma of condo residents whose liquor store has mushroomed across from Bang Sue Police Station is awesome, both on the sidewalk. The liquor store is closed but people aren't there. Bring a loudspeaker and turn it on and shout how loudly you can sing. The patrol couldn't hear. The nearby police station couldn't hear him.",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ห้วยขวาง"" OR ""คลองสาน"" OR ""ตลิ่งชัน"" OR ""บางกอกน้อย"" OR ""บางขุนเทียน"" OR ""ภาษีเจริญ"" OR ""หนองแขม"" OR ""ราษฎร์บูรณะ"" OR ""บางพลัด"" OR ""ดินแดง"" OR ""บึงกุ่ม"" OR ""สาทร"" OR ""บางซื่อ"" OR ""จตุจักร"" OR ""บางคอแหลม"")",2023-09-24 19:37:11,2023-11-16 15:20:42,https://twitter.com/JomJam73131/status/1706030033327038572,บางซื่อ,,,
747,goingginggo,1705197759970906309,ละแถวเส้นบางนาใครติดป้ายอะไรไว้มาเก็บที ทางเท้าไม่ใช่ทางเท้า อห ทั้งมอไซทั้งป้ายที่ไม่เก็บ ไม่มีทางให้เดินละ,"Around the Bang Na line, whoever put a sign on it, please come and collect it. The sidewalk is not a sidewalk. Oh, there are motorcycles and signs that aren't kept. There's no way to walk.",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""บางนา"" OR ""ทวีวัฒนา"" OR ""ทุ่งครุ"" OR ""บางบอน"" OR ""กรุงธนบุรี"" OR ""กรุงเทพกรีฑา"" OR ""กล้วยน้ำไท"" OR ""กัลปพฤกษ์"" OR ""กัลยาณไมตรี"" OR ""กาญจนาภิเษก"" OR ""กำแพงเพชร"" OR ""กิ่งแก้ว"" OR ""ขี้เสือใหญ่สามัคคี"" OR ""ข้าวสาร"" OR ""ครุใน"")",2023-09-22 12:30:01,2023-11-16 15:29:44,https://twitter.com/goingginggo/status/1705197759970906309,บางนา,,,
812,kunthi_kunthida,1703779539099480565,ฝากรบกวนดูพื้นที่ฟุตบาท และมไซที่จอดข้างทาง รวมถึงคนนั่งดื่มแอลกอฮอล์ที่ฟุตบาทในซอยศาลาแดง 2 ด้วยนะคะ,Please take a look at the footpath area. and motorcycles parked on the side of the road Including people drinking alcohol on the footpath in Soi Saladaeng 2.,police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ศาลาธรรมสพน์"" OR ""ศาลาแดง"" OR ""ศิริพงษ์"" OR ""สนามไชย"" OR ""สมเด็จพระนเรศวรมหาราช"" OR ""สมเด็จพระปิ่นเกล้า"" OR ""สมเด็จพระเจ้าตากสิน"" OR ""สมเด็จเจ้าพระยา"" OR ""สวนสยาม"" OR ""สวนหลวง"" OR ""สวรรคโลก"" OR ""สะพานควาย"" OR ""สะพานพุทธ"" OR ""สังคโลก"" OR ""สาทร-คอนแวนต์"")",2023-09-18 14:34:31,2023-11-16 16:15:34,https://twitter.com/kunthi_kunthida/status/1703779539099480565,ศาลาแดง,,,
940,SSSMKXX,1702195992031060120,คนไทยติดสบายจริงค่ะ ขนาดรถจอดบนฟุตบาทไม่มีทางเดินยังไม่มีใครว่าเลย อันนี้ย่านอโศก,"Thai people are really comfortable. Even if the car is parked on the sidewalk with no walkway, no one has complained about it. This one is in the Asoke area.",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""อนุสาวรีย์ชัยฯ"" OR ""อรุณอมรินทร์"" OR ""อังรีดูนังต์"" OR ""อัสสัมชัญ"" OR ""อาจณรงค์"" OR ""อิสรภาพ"" OR ""อุดมสุข"" OR ""อู่ทองนอก"" OR ""อู่ทองใน"" OR ""อโศก-ดินแดง"" OR ""อโศก-เพชรบุรี"" OR ""อโศก"" OR ""อ่อนนุช"" OR ""เกษมราษฎร์"" OR ""เกียกกาย"")",2023-09-14 5:42:04,2023-11-16 16:29:11,https://twitter.com/SSSMKXX/status/1702195992031060120,อโศก,,,
1005,Poor__cherry,1701501439196184947,ห้วยขวางบ่อย ทั้งจีนทั้งไทยขับรถตัวเฮียเกินขึ้นมาจอดบนฟุตบาทก็มี,Huai Khwang often has both Chinese and Thai drivers driving too big to park on the sidewalk.,police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ห้วยขวาง"" OR ""คลองสาน"" OR ""ตลิ่งชัน"" OR ""บางกอกน้อย"" OR ""บางขุนเทียน"" OR ""ภาษีเจริญ"" OR ""หนองแขม"" OR ""ราษฎร์บูรณะ"" OR ""บางพลัด"" OR ""ดินแดง"" OR ""บึงกุ่ม"" OR ""สาทร"" OR ""บางซื่อ"" OR ""จตุจักร"" OR ""บางคอแหลม"")",2023-09-12 7:42:10,2023-11-16 15:20:42,https://twitter.com/Poor__cherry/status/1701501439196184947,ห้วยขวาง,,,
36,JBerrySu,1723926784394379352,"ขอทานต่างชาตินั่งขวางทางเดินบนฟุตบาทและ skywalk ย่านสุขุมวิท ทั้งอโศก เพลินจิต ราชประสงค์ เจ้าหน้าที่ควรจัดการให้เด็ดขาดสิ้นซากซะทีนะ ขะมักเขม้นทำงานกันบ้าง #กรุงเทพมหานคร #ผู้ว่ากรุงเทพ
#ชัชชาติสิทธิพันธุ์","Foreign beggars sit blocking sidewalks and skywalks in the Sukhumvit area, including Asoke, Ploenchit, and Ratchaprasong. Authorities should take action to eradicate them. Let's work diligently. #Bangkok #Governor of Bangkok
#Chatchart Sitthiphan",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ยมราช"" OR ""ยานนาวา"" OR ""ยี่สิบสองกรกฎาคม"" OR ""รัชดา-ท่าพระ"" OR ""รัชดาภิเษก"" OR ""รางน้ำ"" OR ""ราชดำริ"" OR ""ราชดำเนินกลาง"" OR ""ราชดำเนินนอก"" OR ""ราชดำเนินใน"" OR ""ราชบพิธ"" OR ""ราชประสงค์"" OR ""ราชปรารภ"" OR ""ราชพฤกษ์"" OR ""ราชวิถี"")",2023-11-13 4:52:29,2023-11-16 16:01:37,https://twitter.com/JBerrySu/status/1723926784394379352,ราชประสงค์,,,
43,RedMe_Da,1723853220164894899,ไปเที่ยวไต้หวัน5วัน เดินวันละเกือบสองหมื่นก้าว โดยที่ไม่ต้องกลัวฟุตบาทพลิก ไม่ต้องกลัวสะดุดพื้นขรุขระหรือชำรุด ไม่ต้องกลัวโดนมอไซชนบนทางเท้า ไม่ต้องกลัวรถชนตรงทางข้ามม้าลาย แต่เมื่อวานเดินตรงถนนอโศกแค่ไม่กี่นาที เจอทุกข้อที่กล่าวมา มันจะเดินได้ยังไงในเมื่อสภาพแวดล้อมไม่อำนวยเลย,Travel to Taiwan for 5 days Walk nearly twenty thousand steps a day. without having to be afraid of the footpath flipping No need to be afraid of tripping on rough or damaged floors. Don't be afraid of being hit by a motorcycle on the sidewalk. Don't be afraid of being hit by a car at a zebra crossing. But yesterday I walked on Asoke Road for just a few minutes. Found all of the above. How can it walk when the environment doesn't support it at all?,police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""อนุสาวรีย์ชัยฯ"" OR ""อรุณอมรินทร์"" OR ""อังรีดูนังต์"" OR ""อัสสัมชัญ"" OR ""อาจณรงค์"" OR ""อิสรภาพ"" OR ""อุดมสุข"" OR ""อู่ทองนอก"" OR ""อู่ทองใน"" OR ""อโศก-ดินแดง"" OR ""อโศก-เพชรบุรี"" OR ""อโศก"" OR ""อ่อนนุช"" OR ""เกษมราษฎร์"" OR ""เกียกกาย"")",2023-11-13 0:00:09,2023-11-16 16:29:11,https://twitter.com/RedMe_Da/status/1723853220164894899,อโศก,,,
961,QueenieeG_,1702159102435340327,เดินอะไรหมื่นก้าวก่อน แค่เดิน2-3ป้ายรถเมล์ตรงสุขุมวิท ก็หลบมอไซค์ชิปหายแล้ว วิ่งบนฟุตบาทแถมถ้าไม่หลบคือด่ายันแม่ งงพี่มาวิ่งอะไรบนฟุตบาทก่อน แล้วแบบนี้ใครมันอยากจะเดิน แถมถนนประเทศไทยเดินเรียบมากมั้ง,"What did you walk ten thousand steps first? Just walk 2-3 bus stops at Sukhumvit. I dodged the motorcycle and the chip was gone. Running on the sidewalk and if you don't dodge, you'll curse your mother. I'm confused, what did you do on the sidewalk first? And like this, who wants to walk? Plus, Thailand's roads are very smooth.",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2023-09-14 3:15:29,2023-11-16 16:20:05,https://twitter.com/QueenieeG_/status/1702159102435340327,สุขุมวิท,,,
92,worldofker,1.76E+18,"เคยเจอที่สยาม ไล่ตุ๊กๆให้ขับขึ้นไปบนฟุตบาท แล้วสามารถใช้คำว่า""ไล่เป็นหมูเป็นหมา""ได้เลย เห็นแล้วยังหงุดหงิด","I've met in Siam. Chasing a tuk tuk to drive onto the footpath You can then use the phrase ""chasing like a pig and becoming a dog"". I saw it and was still annoyed.",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""เศรษฐศิริ"" OR ""เสนานิคม"" OR ""เสรีไทย"" OR ""เสาชิงช้า"" OR ""เสือป่า"" OR ""เอกชัย"" OR ""เอกมัย"" OR ""แจ้งวัฒนะ"" OR ""แปลงนาม"" OR ""แฮปปี้แลนด์"" OR ""โชคชัย 4"" OR ""ไฟฉาย"" OR ""สยาม"" OR ""เฉลิมเผ่า"")",2024-02-14 16:53:41,2024-02-20 22:11:15,https://twitter.com/worldofker/status/1757810355265548683,สยาม,,,
94,DontDelete__Me,1.76E+18,เดินออกจากตึกแถวอโศกคือรถเยอะโคตรๆ มอไซด์แม่งก็ขึ้นฟุตบาทกันเพียบ,"Walking out of the Asoke shophouse, there are a lot of cars. There are a lot of motorcycles riding on the sidewalk.",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""อนุสาวรีย์ชัยฯ"" OR ""อรุณอมรินทร์"" OR ""อังรีดูนังต์"" OR ""อัสสัมชัญ"" OR ""อาจณรงค์"" OR ""อิสรภาพ"" OR ""อุดมสุข"" OR ""อู่ทองนอก"" OR ""อู่ทองใน"" OR ""อโศก-ดินแดง"" OR ""อโศก-เพชรบุรี"" OR ""อโศก"" OR ""อ่อนนุช"" OR ""เกษมราษฎร์"" OR ""เกียกกาย"")",2024-02-14 12:36:40,2024-02-20 22:03:26,https://twitter.com/DontDelete__Me/status/1757745673062236458,อโศก,,,
118,BlackMercy,1.76E+18,"Ed Sheeran เลิก 4 ทุ่มครึ่ง เดินจากราชมังไป MRT สีเหลือง 3 กิโล คอยหลบวินมอไซที่ขี่ย้อนศรบนฟุตบาทประมาณ 50 คันตลอดทาง สะดุดหลุม 1 ที นั่งไปลง MRT ลาดพร้าวแล้วต้องต่อ Taxi เพราะ MRT สีน้ำเงินปิดแล้ว กว่าจะโบกได้รออีก 15 นาที

เหมาะกับการเป็นแหล่งจัดคอนเสิร์ตมากๆ ครับ
#EdSheeranBKK","Ed Sheeran left at 10:30 p.m., walked 3 kilometers from Rajamangala to the yellow MRT, dodged about 50 motorbikes riding in reverse on the sidewalk along the way, tripped over a pothole once, took the MRT to Lat Phrao and then had to take a taxi because the blue MRT was closed. already Before you could wave, you had to wait another 15 minutes.

It is very suitable for being a concert venue.
#EdSheeranBKK",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประเวศ"" OR ""คลองเตย"" OR ""สวนหลวง"" OR ""จอมทอง"" OR ""ดอนเมือง"" OR ""ราชเทวี"" OR ""ลาดพร้าว"" OR ""วัฒนา"" OR ""บางแค"" OR ""หลักสี่"" OR ""สายไหม"" OR ""คันนายาว"" OR ""สะพานสูง"" OR ""วังทองหลาง"" OR ""คลองสามวา"")",2024-02-12 10:39:08,2024-02-20 21:06:27,https://twitter.com/BlackMercy/status/1756991319401209943,ลาดพร้าว,,,
142,icyremy,1.76E+18,มี รถยนตร์ รถ มอเตอรไซค์ จอดถาวร บนทางเท้า หน้าหมู่บ้าน เศรษฐสิริ เขต #ทวีวัฒนา แจ้ง เขต ไปเทศกิจ มา ผ่านไป3 วัน ก็ยึดทางเท้าใหม่ แบบนี้ ต้องทำยังไงครับ #ชัชชาติ #ผู้ว่ากทม แจ้งจนหมดกำลังใจแล้ว,"There are cars, motorcycles parked permanently on the sidewalk in front of Setthasiri Village, #Thawiwatthana District. Notified the district of going to the municipality. After 3 days, they took over the new sidewalk like this. What should I do? #Chatchart #Governor Thom has informed me until I'm exhausted.",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-02-08 14:44:51,2024-02-20 20:54:44,https://twitter.com/icyremy/status/1755603604529156393,วัฒนา,,,
227,famikoOU,1.75E+18,"แถวหน้ารพ.กล้วยน้ำไท คือ มอไซขึ้นฟุตบาทกันฉ่ำ แบบไม่เกรงใจคนเดิน 
ยิ่งทำทางเดินใหม่ พื้นเรียบๆขับคล่องเลยทีนี้
ยังหันมาถามกูด้วยนะ ไม่ไปอ่อ สภาพพพ
#รถติด","In the front row of Kluai Nam Thai Hospital are motorcycles riding the sidewalk. Without consideration for pedestrians
The more you make a new path The floor is smooth and easy to drive.
You also turned to ask me. No, no. What's the condition?
#traffic jam",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""บางนา"" OR ""ทวีวัฒนา"" OR ""ทุ่งครุ"" OR ""บางบอน"" OR ""กรุงธนบุรี"" OR ""กรุงเทพกรีฑา"" OR ""กล้วยน้ำไท"" OR ""กัลปพฤกษ์"" OR ""กัลยาณไมตรี"" OR ""กาญจนาภิเษก"" OR ""กำแพงเพชร"" OR ""กิ่งแก้ว"" OR ""ขี้เสือใหญ่สามัคคี"" OR ""ข้าวสาร"" OR ""ครุใน"")",2024-01-29 11:55:07,2024-02-20 21:10:43,https://twitter.com/famikoOU/status/1751937009088876621,กล้วยน้ำไท,,,
235,pomkhortod,1.75E+18,มาดูบางขุนเทียนทีครับ นี่ขนาดมีป้าย ไม่รู้รับส่วยพวกวินรึป่าว ขับแต่บนทางเท้า ทางเดินก็มีอยู่แค่นี้ ขี่มอไซจี้ตูดคนเดินทางเท้าให้เดินไวๆ พิกัดหน้าตลาดพิบูลวิทย์ ใกล้เซ็นทรัลพระราม 2 ครับ,Come see Bang Khun Thian. This size has a label. I don't know whether to pay tribute to the Wins or not. Drive only on the sidewalk. There is only this path. Riding a motorcycle and tickling the ass of a pedestrian to make them walk quickly. Location in front of Phibunwit Market Near Central Rama 2.,police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""บางขุนเทียน"" OR ""บางนา"" OR ""บางนา-ตราด"" OR ""บางบอน"" OR ""บางพลัด"" OR ""บางแค"" OR ""บำรุงเมือง"" OR ""บ้านหม้อ"" OR ""ประชาชื่น"" OR ""ประชานิเวศน์"" OR ""ประชาราษฎร์บำเพ็ญ"" OR ""ประชาสงเคราะห์"" OR ""ประชาอุทิศ"" OR ""ประดิพัทธ์"" OR ""ประดิษฐ์มนูธรรม"")",2024-01-28 12:09:56,2024-02-20 21:27:09,https://twitter.com/pomkhortod/status/1751578350462865899,บางขุนเทียน,,,
258,Madee18,1.75E+18,ทางเท้า ถนนพระราม4  ก่อนออกแยกพระโขนง ทางเท้า ทำดี ทำใหม่ แต่ตอนนี้ เป็นทางวิ่งของมาอร์ไซด์แล้ว  คะ,"The sidewalk on Rama 4 Road before leaving Phra Khanong Intersection. The sidewalk was well done and rebuilt, but now it's a motorbike runway.",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระรามที่ 9"" OR ""พระราม9"" OR ""พระรามที่1"" OR ""พระราม1"" OR ""พระราม 1"" OR ""พระรามที่2"" OR ""พระราม2"" OR ""พระราม 2"" OR ""พระรามที่3"" OR ""พระราม4"" OR ""พระราม 3"" OR ""พระรามที่4"" OR ""พระราม4"" OR ""พระราม 4"" OR ""พระรามที่5"")",2024-01-27 5:38:39,2024-02-20 22:15:05,https://twitter.com/Madee18/status/1751117493262004323,พระโขนง,,,
312,Prasert_cha,1.75E+18,"นี่ถนนรัชดาฯ​ ห้วยขวางน่ะ​ สังเกตุมั๊ย? กทม.ยุคนี้ตำรวจจราจร​หายไปไหนหมด​ ถนนแถวบ้านทำรถไฟฟ้ารถติดมาก​อยู่แล้วยังมีรถส่วนตัวและไรเดอร์จอดซื้อของทางเท้า​อีกปกติจอดไม่ได้  แต่ยุคนี้ไม่มีตำรวจจราจร​เลยสักคน
มีคนเคยตอบว่าให้ขายของได้ถ้าตำรวจไล่ไม่ให้จอดแล้วจะเขาขายได้ไง?  #ชัชชาติ","This is Ratchada Road, Huai Khwang. Have you noticed? In this era of Bangkok, where have all the traffic police gone? The road near the house is already heavily congested with the electric train. There are still private cars and riders parking on the sidewalk to buy things. Normally, they can't park. But in this era, there are no traffic police at all.
Someone once said that if you can sell things, if the police stop you from parking, then how can they sell them? #Chatchart",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-01-22 8:09:37,2024-02-20 20:54:44,https://twitter.com/Prasert_cha/status/1749343547181182980,ห้วยขวาง,,,
354,iiDudes,1.75E+18,"จริงมาก เหมือนปรับปรุงทางเท้าเพื่อให้มอเตอร์ไซค์ขึ้นมาใช้ได้อย่างสะดวก
เคยส่งเมล์แนบรูปชัดๆ แจ้งตามช่องทางของ กทม. ยังถูกเขต ส่ง จม. แจ้งให้เราไปให้ข้อมูลเพิ่มที่เขตอีก ทั้งพระโขนงและคลองเตย
บ้าไปแล้ว เขตพื้นที่ตัวเองแท้ๆยังจะมาต้องการข้อมูลเพิ่ม @chadchart_team @chadchart_trip","Very true. It's like improving the sidewalk to make it more convenient for motorcycles to use it.
Have you ever sent an email with a clear picture attached? Notified through the channels of Bangkok, still being sent by the district, telling us to go to the district to provide additional information. Both Phra Khanong and Khlong Toei
It's crazy. Your own area will still come and demand more information. @chadchart_team @chadchart_trip",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-01-18 3:59:55,2024-02-20 20:54:44,https://twitter.com/iiDudes/status/1747831156220043279,พระโขนง,,,
406,Noomm45643842,1.75E+18,อยากให้กทม ใช้กล้อง CCTV ตรวจจับ รถมอเตอร์บนทางเท้า แถวถนนสีลม สาธร และนราธิวาสราชนครินทร์ หน่อยครับ  และแถวสีลม ทางม้าลาย กลายเป็น ที่กลับรถมอเตแร์ไซด์ กับ สามล้อไปแล้วครับ,"I would like Bangkok to use CCTV cameras to detect motorbikes on the sidewalks around Silom, Sathorn, and Narathiwat Ratchanakarin Roads. And around Silom, the zebra crossing has become a U-turn for motorbikes and tricycles.",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-01-12 12:21:31,2024-02-20 20:54:44,https://twitter.com/Noomm45643842/status/1745783059885269139,นราธิวาสราชนครินทร์,,,
510,Im__JomJam,1.74E+18,ตรงป้ายรถเมล์แยกเฉลิมเผ่า คือจอดมอไซกันแบบ ปิดทางเดินลงไปขึ้นรถเมล์เลยอิเวง แทบจะไม่มีช่องเดินออกไปเลย คือมันจอดได้หรืออะไรยังไง ไม่รู้ แต่นี้เล่นจอดแบบแทบจะไม่มีทางเดินออกไปเลย,"At the bus stop at Chaloem Phao Intersection It's like parking a motorcycle. The walkway to go down to the bus is closed. There was hardly any way out. Is it possible to park or something? I don't know, but here we park with almost no way out.",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""เศรษฐศิริ"" OR ""เสนานิคม"" OR ""เสรีไทย"" OR ""เสาชิงช้า"" OR ""เสือป่า"" OR ""เอกชัย"" OR ""เอกมัย"" OR ""แจ้งวัฒนะ"" OR ""แปลงนาม"" OR ""แฮปปี้แลนด์"" OR ""โชคชัย 4"" OR ""ไฟฉาย"" OR ""สยาม"" OR ""เฉลิมเผ่า"")",2023-12-31 9:22:46,2024-02-20 22:11:15,https://twitter.com/Im__JomJam/status/1741389424691486772,เฉลิมเผ่า,,,
566,rbsprinkle_,1.74E+18,"รีวิวปากคลองตลาด+สะพานพุทธแบบลูกอีช่างติ(เด้กตจว)

เดินๆอยู่บนฟุตบาทแม่งก็มีรถมอไซมาปิ้นๆใส่ คนเดินไปเดินมาและเดินชนก้ฉ่ำ เดินไปซื้อดอกไม้จขร้านก็มา death glare (กุก้เข้าใจอาจจะมีลคจับดอกไม้จนช้ำเลยทำหน้าแบบนิ) 

สำคันคือรถพร้อมเหยียบกุตลอดเว ละกุที่ข้ามถนนไม่เก่ง = สุ่ขิต","Review of Pak Khlong Talat + Buddhist bridge in the style of Luk E Chang Ti (Children in the provinces)

Walking on the sidewalk, there are motorbikes coming and going. People walk and walk and bump into each other. Went to the store to buy flowers and got a death glare (I understand there might be someone who touched the flowers until they were bruised so I made a face like this)

Samkan is a car that is ready to pedal all the time. Laku who is not good at crossing the road = happiness",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ศาลาธรรมสพน์"" OR ""ศาลาแดง"" OR ""ศิริพงษ์"" OR ""สนามไชย"" OR ""สมเด็จพระนเรศวรมหาราช"" OR ""สมเด็จพระปิ่นเกล้า"" OR ""สมเด็จพระเจ้าตากสิน"" OR ""สมเด็จเจ้าพระยา"" OR ""สวนสยาม"" OR ""สวนหลวง"" OR ""สวรรคโลก"" OR ""สะพานควาย"" OR ""สะพานพุทธ"" OR ""สังคโลก"" OR ""สาทร-คอนแวนต์"")",2023-12-24 11:06:28,2024-02-20 21:51:31,https://twitter.com/rbsprinkle_/status/1738878803328520380,สะพานพุทธ,,,
